query,time
q11,45.537471771240234
q12,34.49106216430664
q13,28.52344512939453
q21,181.53691291809082
q22,175.8894920349121
q23,159.5895290374756
q31,212.2807502746582
q32,166.34750366210938
q33,154.74295616149902
q34,60.73904037475586
q41,255.6440830230713
q42,157.15861320495605
q43,125.58150291442871
